date,region,resource_type,usage_cpu,usage_storage,users_active,econ_index,cloud_market_demand,holiday
2023-02-06,eastus,Storage,86,1676,275,99.64,1.16,False
2023-02-06,eastus,VM,87,533,216,99.64,1.16,False
2023-02-06,northeurope,Container,85,1894,481,99.64,1.16,False
2023-02-07,westus,Container,75,1973,272,73.8,1.08,False
2023-02-07,westus,Storage,68,1767,400,73.8,1.08,False
2023-02-07,westus,VM,85,1250,347,73.8,1.08,False
2023-02-07,southeastasia,Container,83,1023,474,73.8,1.08,False
2023-02-07,southeastasia,Storage,93,671,301,73.8,1.08,False
2023-02-07,southeastasia,VM,88,630,428,73.8,1.08,False
2023-02-07,northeurope,Container,92,541,224,73.8,1.08,False
2023-02-07,northeurope,VM,58,795,216,73.8,1.08,False
2023-02-07,eastus,Container,71,568,488,73.8,1.08,False
2023-02-07,eastus,Storage,96,1163,445,73.8,1.08,False
2023-02-07,eastus,VM,89,1750,297,73.8,1.08,False
2023-02-07,northeurope,Storage,50,1740,260,73.8,1.08,False
2023-02-08,southeastasia,Storage,56,834,316,100.87,0.97,False
2023-02-08,westus,Storage,72,873,397,100.87,0.97,False
2023-02-08,westus,VM,80,1160,280,100.87,0.97,False
2023-02-08,southeastasia,Container,56,636,375,100.87,0.97,False
2023-02-08,southeastasia,VM,70,1609,449,100.87,0.97,False
2023-02-08,westus,Container,57,965,288,100.87,0.97,False
2023-02-08,northeurope,Storage,96,1811,465,100.87,0.97,False
2023-02-08,eastus,VM,86,1567,216,100.87,0.97,False
2023-02-08,eastus,Storage,59,511,279,100.87,0.97,False
2023-02-08,northeurope,Container,65,1210,481,100.87,0.97,False
2023-02-08,northeurope,VM,61,988,225,100.87,0.97,False
2023-02-08,eastus,Container,73,838,463,100.87,0.97,False
2023-02-09,westus,Storage,84,1119,387,100.92,0.8,False
2023-02-09,westus,VM,66,1682,351,100.92,0.8,False
2023-02-09,southeastasia,Container,51,810,426,100.92,0.8,False
2023-02-09,southeastasia,Storage,82,515,307,100.92,0.8,False
2023-02-09,southeastasia,VM,78,1481,409,100.92,0.8,False
2023-02-09,westus,Container,94,1621,330,100.92,0.8,False
2023-02-09,northeurope,Storage,72,863,238,100.92,0.8,False
2023-02-09,northeurope,VM,86,1694,382,100.92,0.8,False
2023-02-09,eastus,Container,79,871,302,100.92,0.8,False
2023-02-09,eastus,Storage,78,1093,422,100.92,0.8,False
2023-02-09,eastus,VM,57,1326,414,100.92,0.8,False
2023-02-09,northeurope,Container,64,996,203,100.92,0.8,False
2023-02-10,westus,Container,93,1762,465,97.8,1.04,False
2023-02-10,westus,Storage,93,1196,471,97.8,1.04,False
2023-02-10,westus,VM,98,976,444,97.8,1.04,False
2023-02-10,southeastasia,Container,86,560,397,97.8,1.04,False
2023-02-10,southeastasia,Storage,95,1084,339,97.8,1.04,False
2023-02-10,southeastasia,VM,86,931,392,97.8,1.04,False
2023-02-10,northeurope,Container,79,823,345,97.8,1.04,False
2023-02-10,northeurope,VM,79,1420,264,97.8,1.04,False
2023-02-10,eastus,Container,81,1562,228,97.8,1.04,False
2023-02-10,eastus,VM,91,1045,450,97.8,1.04,False
2023-02-10,northeurope,Storage,79,502,341,97.8,1.04,False
2023-02-10,eastus,Storage,62,1664,473,97.8,1.04,False
2023-02-11,westus,Container,83,1324,417,114.78,0.95,True
2023-02-11,southeastasia,VM,84,1543,440,114.78,0.95,True
2023-02-11,westus,Storage,94,1889,306,114.78,0.95,True
2023-02-11,westus,VM,57,1833,442,114.78,0.95,True
2023-02-11,southeastasia,Container,67,561,344,114.78,0.95,True
2023-02-11,southeastasia,Storage,91,918,377,114.78,0.95,True
2023-02-11,northeurope,Container,72,1188,208,114.78,0.95,True
2023-02-11,northeurope,VM,90,1252,458,114.78,0.95,True
2023-02-11,eastus,Container,56,1063,459,114.78,0.95,True
2023-02-11,eastus,Storage,62,725,352,114.78,0.95,True
2023-02-11,eastus,VM,88,1963,210,114.78,0.95,True
2023-02-11,northeurope,Storage,55,553,246,114.78,0.95,True
2023-02-12,westus,Storage,60,1451,322,91.92,0.95,True
2023-02-12,westus,VM,63,1880,297,91.92,0.95,True
2023-02-12,southeastasia,Container,75,1413,236,91.92,0.95,True
2023-02-12,southeastasia,Storage,57,1774,375,91.92,0.95,True
2023-02-12,southeastasia,VM,73,1647,237,91.92,0.95,True
2023-02-12,westus,Container,77,1718,425,91.92,0.95,True
2023-02-12,northeurope,Storage,64,539,224,91.92,0.95,True
2023-02-12,northeurope,VM,61,669,208,91.92,0.95,True
2023-02-12,eastus,Container,96,1612,267,91.92,0.95,True
2023-02-12,eastus,Storage,84,1280,319,91.92,0.95,True
2023-02-12,eastus,VM,73,502,359,91.92,0.95,True
2023-02-12,northeurope,Container,54,1918,425,91.92,0.95,True
2023-02-13,westus,Container,76,1812,461,109.15,1.03,False
2023-02-13,westus,Storage,52,1563,239,109.15,1.03,False
2023-02-13,westus,VM,78,614,385,109.15,1.03,False
2023-02-13,southeastasia,Container,56,632,434,109.15,1.03,False
2023-02-13,southeastasia,Storage,76,921,387,109.15,1.03,False
2023-02-13,southeastasia,VM,74,1693,390,109.15,1.03,False
2023-02-13,northeurope,Container,97,1280,244,109.15,1.03,False
2023-02-13,northeurope,VM,73,1670,367,109.15,1.03,False
2023-02-13,eastus,Container,99,1563,423,109.15,1.03,False
2023-02-13,eastus,Storage,54,1472,280,109.15,1.03,False
2023-02-13,eastus,VM,97,1472,483,109.15,1.03,False
2023-02-13,northeurope,Storage,77,852,258,109.15,1.03,False
2023-02-14,southeastasia,Storage,90,1747,259,94.7,1.05,False
2023-02-14,westus,Storage,63,1088,211,94.7,1.05,False
2023-02-14,westus,VM,88,581,457,94.7,1.05,False
2023-02-14,southeastasia,Container,64,1745,236,94.7,1.05,False
2023-02-14,southeastasia,VM,97,1849,273,94.7,1.05,False
2023-02-14,westus,Container,88,1747,212,94.7,1.05,False
2023-02-14,northeurope,Storage,66,859,422,94.7,1.05,False
2023-02-14,northeurope,VM,95,1636,432,94.7,1.05,False
2023-02-14,eastus,Container,92,1960,357,94.7,1.05,False
2023-02-14,eastus,Storage,80,1034,359,94.7,1.05,False
2023-02-14,eastus,VM,94,1325,448,94.7,1.05,False
2023-02-14,northeurope,Container,83,1199,362,94.7,1.05,False
2023-02-15,westus,Container,67,805,469,100.97,1.1,False
2023-02-15,westus,Storage,71,973,319,100.97,1.1,False
2023-02-15,westus,VM,66,1023,392,100.97,1.1,False
2023-02-15,southeastasia,Container,72,1953,425,100.97,1.1,False
2023-02-15,southeastasia,Storage,96,578,257,100.97,1.1,False
2023-02-15,southeastasia,VM,60,1556,333,100.97,1.1,False
2023-02-15,northeurope,Container,61,1530,228,100.97,1.1,False
2023-02-15,northeurope,Storage,85,1262,426,100.97,1.1,False
2023-02-15,northeurope,VM,96,784,403,100.97,1.1,False
2023-02-15,eastus,Container,53,1230,391,100.97,1.1,False
2023-02-15,eastus,Storage,69,983,441,100.97,1.1,False
2023-02-15,eastus,VM,78,777,395,100.97,1.1,False
2023-02-16,westus,Storage,63,1607,221,92.98,0.97,False
2023-02-16,westus,VM,81,1653,374,92.98,0.97,False
2023-02-16,southeastasia,Container,61,1794,407,92.98,0.97,False
2023-02-16,southeastasia,Storage,98,1292,479,92.98,0.97,False
2023-02-16,southeastasia,VM,87,1685,362,92.98,0.97,False
2023-02-16,westus,Container,60,1348,435,92.98,0.97,False
2023-02-16,northeurope,Storage,96,1368,283,92.98,0.97,False
2023-02-16,northeurope,VM,77,1488,220,92.98,0.97,False
2023-02-16,eastus,Container,78,656,274,92.98,0.97,False
2023-02-16,eastus,Storage,62,538,470,92.98,0.97,False
2023-02-16,eastus,VM,78,1015,298,92.98,0.97,False
2023-02-16,northeurope,Container,55,1976,456,92.98,0.97,False
2023-02-17,westus,Storage,73,877,245,96.08,0.85,False
2023-02-17,westus,VM,99,698,380,96.08,0.85,False
2023-02-17,southeastasia,Container,66,571,476,96.08,0.85,False
2023-02-17,southeastasia,Storage,60,1587,404,96.08,0.85,False
2023-02-17,southeastasia,VM,51,1867,271,96.08,0.85,False
2023-02-17,westus,Container,64,1676,421,96.08,0.85,False
2023-02-17,northeurope,Storage,93,1020,365,96.08,0.85,False
2023-02-17,northeurope,VM,63,954,472,96.08,0.85,False
2023-02-17,eastus,Container,64,1550,373,96.08,0.85,False
2023-02-17,eastus,Storage,78,1832,207,96.08,0.85,False
2023-02-17,eastus,VM,76,1583,344,96.08,0.85,False
2023-02-17,northeurope,Container,97,1516,413,96.08,0.85,False
2023-02-18,westus,Container,81,1986,279,102.96,1.03,True
2023-02-18,westus,Storage,66,1087,245,102.96,1.03,True
2023-02-18,westus,VM,71,1611,240,102.96,1.03,True
2023-02-18,southeastasia,Container,51,1689,289,102.96,1.03,True
2023-02-18,southeastasia,Storage,75,1417,302,102.96,1.03,True
2023-02-18,southeastasia,VM,82,1088,315,102.96,1.03,True
2023-02-18,northeurope,Container,82,501,424,102.96,1.03,True
2023-02-18,northeurope,VM,71,591,347,102.96,1.03,True
2023-02-18,eastus,Container,82,601,466,102.96,1.03,True
2023-02-18,eastus,Storage,87,510,416,102.96,1.03,True
2023-02-18,eastus,VM,67,1843,294,102.96,1.03,True
2023-02-18,northeurope,Storage,82,1213,441,102.96,1.03,True
2023-02-19,southeastasia,Storage,90,1373,213,100.05,0.98,True
2023-02-19,westus,Storage,81,1052,403,100.05,0.98,True
2023-02-19,westus,VM,58,1882,422,100.05,0.98,True
2023-02-19,southeastasia,Container,60,1477,211,100.05,0.98,True
2023-02-19,southeastasia,VM,75,1394,202,100.05,0.98,True
2023-02-19,westus,Container,57,1841,283,100.05,0.98,True
2023-02-19,northeurope,Storage,60,1607,407,100.05,0.98,True
2023-02-19,eastus,VM,95,621,342,100.05,0.98,True
2023-02-19,eastus,Storage,83,605,322,100.05,0.98,True
2023-02-19,northeurope,Container,53,1913,221,100.05,0.98,True
2023-02-19,northeurope,VM,96,750,206,100.05,0.98,True
2023-02-19,eastus,Container,55,508,461,100.05,0.98,True
2023-02-20,westus,Storage,81,806,499,85.85,0.96,False
2023-02-20,westus,VM,57,808,382,85.85,0.96,False
2023-02-20,southeastasia,Container,69,1304,203,85.85,0.96,False
2023-02-20,southeastasia,Storage,80,1456,223,85.85,0.96,False
2023-02-20,southeastasia,VM,64,852,412,85.85,0.96,False
2023-02-20,westus,Container,67,1413,410,85.85,0.96,False
2023-02-20,northeurope,Storage,52,1423,401,85.85,0.96,False
2023-02-20,northeurope,VM,71,1048,258,85.85,0.96,False
2023-02-20,eastus,Container,68,1249,372,85.85,0.96,False
2023-02-20,eastus,Storage,94,1766,321,85.85,0.96,False
2023-02-20,eastus,VM,72,1408,224,85.85,0.96,False
2023-02-20,northeurope,Container,84,944,292,85.85,0.96,False
2023-02-21,westus,Container,61,1760,217,96.57,0.92,False
2023-02-21,westus,Storage,88,1254,385,96.57,0.92,False
2023-02-21,westus,VM,83,1077,461,96.57,0.92,False
2023-02-21,southeastasia,Container,54,1504,240,96.57,0.92,False
2023-02-21,southeastasia,Storage,63,501,492,96.57,0.92,False
2023-02-21,southeastasia,VM,91,1439,213,96.57,0.92,False
2023-02-21,northeurope,Container,85,1251,286,96.57,0.92,False
2023-02-21,northeurope,VM,89,520,424,96.57,0.92,False
2023-02-21,eastus,Container,90,919,449,96.57,0.92,False
2023-02-21,eastus,VM,77,1887,219,96.57,0.92,False
2023-02-21,northeurope,Storage,84,1293,207,96.57,0.92,False
2023-02-21,eastus,Storage,73,1446,295,96.57,0.92,False
2023-02-22,westus,Container,50,1947,363,98.39,1.04,False
2023-02-22,southeastasia,VM,59,1343,456,98.39,1.04,False
2023-02-22,westus,Storage,84,1752,460,98.39,1.04,False
2023-02-22,westus,VM,74,527,265,98.39,1.04,False
2023-02-22,southeastasia,Container,92,1471,200,98.39,1.04,False
2023-02-22,southeastasia,Storage,54,1799,463,98.39,1.04,False
2023-02-22,northeurope,Container,63,1091,292,98.39,1.04,False
2023-02-22,northeurope,VM,94,1418,486,98.39,1.04,False
2023-02-22,eastus,Container,88,1337,344,98.39,1.04,False
2023-02-22,eastus,Storage,74,1607,329,98.39,1.04,False
2023-02-22,eastus,VM,96,513,430,98.39,1.04,False
2023-02-22,northeurope,Storage,60,1533,394,98.39,1.04,False
2023-02-23,westus,Storage,55,1119,450,118.86,1.02,False
2023-02-23,westus,VM,93,655,406,118.86,1.02,False
2023-02-23,southeastasia,Container,63,1535,475,118.86,1.02,False
2023-02-23,southeastasia,Storage,54,1684,378,118.86,1.02,False
2023-02-23,southeastasia,VM,55,984,444,118.86,1.02,False
2023-02-23,westus,Container,69,833,329,118.86,1.02,False
2023-02-23,northeurope,Storage,69,781,484,118.86,1.02,False
2023-02-23,northeurope,VM,58,1010,492,118.86,1.02,False
2023-02-23,eastus,Container,86,804,319,118.86,1.02,False
2023-02-23,eastus,Storage,92,1186,403,118.86,1.02,False
2023-02-23,eastus,VM,69,1807,320,118.86,1.02,False
2023-02-23,northeurope,Container,50,618,234,118.86,1.02,False
2023-02-24,westus,Container,69,650,325,102.58,0.99,False
2023-02-24,westus,Storage,72,1951,493,102.58,0.99,False
2023-02-24,westus,VM,80,1707,377,102.58,0.99,False
2023-02-24,southeastasia,Container,75,926,313,102.58,0.99,False
2023-02-24,southeastasia,Storage,83,1716,318,102.58,0.99,False
2023-02-24,southeastasia,VM,96,585,374,102.58,0.99,False
2023-02-24,northeurope,Container,57,1168,204,102.58,0.99,False
2023-02-24,northeurope,VM,94,807,433,102.58,0.99,False
2023-02-24,eastus,Container,99,1708,238,102.58,0.99,False
2023-02-24,eastus,Storage,92,625,416,102.58,0.99,False
2023-02-24,eastus,VM,99,1739,450,102.58,0.99,False
2023-02-24,northeurope,Storage,57,1864,328,102.58,0.99,False
2023-02-25,southeastasia,Storage,87,993,331,80.81,1.0,True
2023-02-25,westus,Storage,65,1576,268,80.81,1.0,True
2023-02-25,westus,VM,50,1670,486,80.81,1.0,True
2023-02-25,southeastasia,Container,87,518,281,80.81,1.0,True
2023-02-25,southeastasia,VM,62,1682,297,80.81,1.0,True
2023-02-25,westus,Container,90,1743,391,80.81,1.0,True
2023-02-25,northeurope,Storage,82,1612,375,80.81,1.0,True
2023-02-25,eastus,VM,67,1668,225,80.81,1.0,True
2023-02-25,eastus,Storage,57,802,431,80.81,1.0,True
2023-02-25,northeurope,Container,62,1084,444,80.81,1.0,True
2023-02-25,northeurope,VM,55,1074,272,80.81,1.0,True
2023-02-25,eastus,Container,98,1087,488,80.81,1.0,True
2023-02-26,westus,Container,74,1940,423,100.6,1.25,True
2023-02-26,westus,Storage,56,642,292,100.6,1.25,True
2023-02-26,westus,VM,70,1588,275,100.6,1.25,True
2023-02-26,southeastasia,Container,78,1677,352,100.6,1.25,True
2023-02-26,southeastasia,VM,52,584,481,100.6,1.25,True
2023-02-26,southeastasia,Storage,57,1315,316,100.6,1.25,True
2023-02-26,northeurope,Storage,75,1790,309,100.6,1.25,True
2023-02-26,northeurope,VM,98,790,301,100.6,1.25,True
2023-02-26,eastus,Container,73,1321,288,100.6,1.25,True
2023-02-26,eastus,Storage,68,1888,328,100.6,1.25,True
2023-02-26,eastus,VM,62,1500,478,100.6,1.25,True
2023-02-26,northeurope,Container,63,1341,464,100.6,1.25,True
2023-02-27,southeastasia,Storage,84,1667,305,98.08,1.03,False
2023-02-27,westus,Storage,64,1292,491,98.08,1.03,False
2023-02-27,westus,Container,60,550,470,98.08,1.03,False
2023-02-27,westus,VM,72,1118,316,98.08,1.03,False
2023-02-27,southeastasia,Container,85,1169,345,98.08,1.03,False
2023-02-27,southeastasia,VM,95,1250,355,98.08,1.03,False
2023-02-27,eastus,Storage,64,1823,427,98.08,1.03,False
2023-02-27,northeurope,Storage,71,1286,489,98.08,1.03,False
2023-02-27,northeurope,VM,53,1288,340,98.08,1.03,False
2023-02-27,eastus,Container,64,542,220,98.08,1.03,False
2023-02-27,eastus,VM,61,1656,492,98.08,1.03,False
2023-02-27,northeurope,Container,63,1463,251,98.08,1.03,False
2023-02-28,westus,Container,91,944,497,99.65,0.88,False
2023-02-28,westus,Storage,56,1458,440,99.65,0.88,False
2023-02-28,westus,VM,88,1408,358,99.65,0.88,False
2023-02-28,southeastasia,Container,58,509,320,99.65,0.88,False
2023-02-28,southeastasia,VM,71,1641,476,99.65,0.88,False
2023-02-28,southeastasia,Storage,71,1743,225,99.65,0.88,False
2023-02-28,northeurope,Storage,50,1695,372,99.65,0.88,False
2023-02-28,eastus,VM,51,1088,331,99.65,0.88,False
2023-02-28,eastus,Storage,75,1868,462,99.65,0.88,False
2023-02-28,northeurope,Container,91,1058,340,99.65,0.88,False
2023-02-28,northeurope,VM,85,1607,462,99.65,0.88,False
2023-02-28,eastus,Container,80,1631,273,99.65,0.88,False
2023-03-01,westus,Storage,85,1583,366,111.43,1.08,False
2023-03-01,westus,VM,99,1163,218,111.43,1.08,False
2023-03-01,southeastasia,Container,64,918,359,111.43,1.08,False
2023-03-01,southeastasia,Storage,66,1161,492,111.43,1.08,False
2023-03-01,southeastasia,VM,82,1130,348,111.43,1.08,False
2023-03-01,westus,Container,59,1356,345,111.43,1.08,False
2023-03-01,northeurope,Storage,54,1186,248,111.43,1.08,False
2023-03-01,northeurope,VM,68,1492,441,111.43,1.08,False
2023-03-01,eastus,Container,76,1816,267,111.43,1.08,False
2023-03-01,eastus,Storage,65,1572,353,111.43,1.08,False
2023-03-01,eastus,VM,91,1083,351,111.43,1.08,False
2023-03-01,northeurope,Container,84,1631,425,111.43,1.08,False
2023-03-02,westus,Container,95,1741,301,107.91,0.91,False
2023-03-02,westus,Storage,88,958,479,107.91,0.91,False
2023-03-02,westus,VM,56,1897,324,107.91,0.91,False
2023-03-02,southeastasia,Container,62,1060,329,107.91,0.91,False
2023-03-02,southeastasia,Storage,82,1593,395,107.91,0.91,False
2023-03-02,southeastasia,VM,52,572,335,107.91,0.91,False
2023-03-02,northeurope,Container,89,852,363,107.91,0.91,False
2023-03-02,northeurope,VM,91,787,366,107.91,0.91,False
2023-03-02,eastus,Container,74,1269,490,107.91,0.91,False
2023-03-02,eastus,VM,60,1149,277,107.91,0.91,False
2023-03-02,northeurope,Storage,94,1505,235,107.91,0.91,False
2023-03-02,eastus,Storage,62,1008,453,107.91,0.91,False
2023-03-03,westus,Container,87,1732,490,114.03,0.86,False
2023-03-03,southeastasia,VM,96,1516,407,114.03,0.86,False
2023-03-03,westus,Storage,72,1695,457,114.03,0.86,False
2023-03-03,westus,VM,52,841,329,114.03,0.86,False
2023-03-03,southeastasia,Container,65,1535,344,114.03,0.86,False
2023-03-03,southeastasia,Storage,91,945,357,114.03,0.86,False
2023-03-03,northeurope,Container,85,952,486,114.03,0.86,False
2023-03-03,northeurope,VM,83,1994,485,114.03,0.86,False
2023-03-03,eastus,VM,54,927,226,114.03,0.86,False
2023-03-03,northeurope,Storage,57,1161,499,114.03,0.86,False
2023-03-03,eastus,Container,87,566,499,114.03,0.86,False
2023-03-03,eastus,Storage,81,648,463,114.03,0.86,False
2023-03-04,westus,Storage,79,648,283,105.87,1.22,True
2023-03-04,westus,VM,54,1771,320,105.87,1.22,True
2023-03-04,southeastasia,Container,76,1260,379,105.87,1.22,True
2023-03-04,southeastasia,Storage,90,840,457,105.87,1.22,True
2023-03-04,southeastasia,VM,99,1248,265,105.87,1.22,True
2023-03-04,westus,Container,55,905,430,105.87,1.22,True
2023-03-04,northeurope,Storage,61,1237,341,105.87,1.22,True
2023-03-04,northeurope,VM,81,1684,471,105.87,1.22,True
2023-03-04,eastus,Container,77,1126,303,105.87,1.22,True
2023-03-04,eastus,Storage,65,736,478,105.87,1.22,True
2023-03-04,eastus,VM,65,1479,202,105.87,1.22,True
2023-03-04,northeurope,Container,85,980,350,105.87,1.22,True
2023-03-05,westus,Container,67,1952,490,90.09,0.94,True
2023-03-05,westus,Storage,98,541,365,90.09,0.94,True
2023-03-05,westus,VM,91,511,438,90.09,0.94,True
2023-03-05,southeastasia,Container,84,1989,405,90.09,0.94,True
2023-03-05,southeastasia,Storage,51,1358,329,90.09,0.94,True
2023-03-05,southeastasia,VM,58,898,362,90.09,0.94,True
2023-03-05,northeurope,Container,65,1530,213,90.09,0.94,True
2023-03-05,northeurope,VM,79,1739,357,90.09,0.94,True
2023-03-05,eastus,Container,71,1839,300,90.09,0.94,True
2023-03-05,eastus,VM,72,1719,461,90.09,0.94,True
2023-03-05,northeurope,Storage,63,633,266,90.09,0.94,True
2023-03-05,eastus,Storage,84,905,342,90.09,0.94,True
2023-03-06,westus,Container,52,982,224,101.0,0.95,False
2023-03-06,southeastasia,Storage,67,1488,359,101.0,0.95,False
2023-03-06,westus,Storage,65,1321,437,101.0,0.95,False
2023-03-06,westus,VM,63,1332,309,101.0,0.95,False
2023-03-06,southeastasia,Container,78,542,453,101.0,0.95,False
2023-03-06,southeastasia,VM,77,1042,219,101.0,0.95,False
2023-03-06,northeurope,Storage,64,1696,211,101.0,0.95,False
2023-03-06,northeurope,VM,62,1640,224,101.0,0.95,False
2023-03-06,eastus,Container,82,663,294,101.0,0.95,False
2023-03-06,eastus,Storage,51,1292,452,101.0,0.95,False
2023-03-06,eastus,VM,69,765,224,101.0,0.95,False
2023-03-06,northeurope,Container,81,627,295,101.0,0.95,False
2023-03-07,westus,Storage,80,1579,282,84.49,1.01,False
2023-03-07,westus,VM,60,1189,452,84.49,1.01,False
2023-03-07,southeastasia,Container,88,1903,420,84.49,1.01,False
2023-03-07,southeastasia,Storage,88,1284,300,84.49,1.01,False
2023-03-07,southeastasia,VM,82,1783,459,84.49,1.01,False
2023-03-07,westus,Container,58,1622,348,84.49,1.01,False
2023-03-07,northeurope,Storage,95,1382,462,84.49,1.01,False
2023-03-07,northeurope,VM,58,1679,389,84.49,1.01,False
2023-03-07,eastus,Container,68,1277,329,84.49,1.01,False
2023-03-07,eastus,Storage,68,786,204,84.49,1.01,False
2023-03-07,eastus,VM,51,1583,350,84.49,1.01,False
2023-03-07,northeurope,Container,65,899,451,84.49,1.01,False
2023-03-08,westus,Container,51,904,445,89.38,1.05,False
2023-03-08,westus,Storage,56,1097,332,89.38,1.05,False
2023-03-08,westus,VM,77,1481,213,89.38,1.05,False
2023-03-08,southeastasia,Container,85,964,387,89.38,1.05,False
2023-03-08,southeastasia,Storage,67,672,359,89.38,1.05,False
2023-03-08,southeastasia,VM,94,1736,380,89.38,1.05,False
2023-03-08,northeurope,Container,62,712,441,89.38,1.05,False
2023-03-08,northeurope,VM,87,1160,337,89.38,1.05,False
2023-03-08,eastus,Container,84,1018,354,89.38,1.05,False
2023-03-08,eastus,Storage,99,1586,315,89.38,1.05,False
2023-03-08,eastus,VM,85,623,430,89.38,1.05,False
2023-03-08,northeurope,Storage,72,1946,264,89.38,1.05,False
2023-03-09,southeastasia,Storage,99,731,476,90.81,1.15,False
2023-03-09,westus,Storage,90,1959,241,90.81,1.15,False
2023-03-09,westus,VM,67,1243,426,90.81,1.15,False
2023-03-09,westus,Container,70,1053,312,90.81,1.15,False
2023-03-09,southeastasia,Container,77,1214,446,90.81,1.15,False
2023-03-09,southeastasia,VM,78,1620,209,90.81,1.15,False
2023-03-09,eastus,Container,83,1123,451,90.81,1.15,False
2023-03-09,northeurope,Storage,58,924,328,90.81,1.15,False
2023-03-09,northeurope,VM,90,691,216,90.81,1.15,False
2023-03-09,eastus,Storage,75,1009,395,90.81,1.15,False
2023-03-09,eastus,VM,60,1202,455,90.81,1.15,False
2023-03-09,northeurope,Container,51,1071,247,90.81,1.15,False
2023-03-10,westus,Container,72,542,308,92.17,0.97,False
2023-03-10,westus,Storage,86,1531,399,92.17,0.97,False
2023-03-10,westus,VM,68,1080,286,92.17,0.97,False
2023-03-10,southeastasia,Container,92,941,460,92.17,0.97,False
2023-03-10,southeastasia,Storage,56,998,227,92.17,0.97,False
2023-03-10,southeastasia,VM,60,935,410,92.17,0.97,False
2023-03-10,northeurope,Container,89,865,427,92.17,0.97,False
2023-03-10,northeurope,Storage,54,647,476,92.17,0.97,False
2023-03-10,northeurope,VM,73,1163,216,92.17,0.97,False
2023-03-10,eastus,Container,66,1455,372,92.17,0.97,False
2023-03-10,eastus,Storage,57,1444,278,92.17,0.97,False
2023-03-10,eastus,VM,83,1275,413,92.17,0.97,False
2023-03-11,westus,Storage,85,1905,277,108.14,0.88,True
2023-03-11,westus,VM,89,1420,248,108.14,0.88,True
2023-03-11,southeastasia,Container,66,1435,382,108.14,0.88,True
2023-03-11,southeastasia,Storage,60,1021,470,108.14,0.88,True
2023-03-11,southeastasia,VM,81,1391,425,108.14,0.88,True
2023-03-11,westus,Container,90,668,416,108.14,0.88,True
2023-03-11,northeurope,Storage,61,1269,468,108.14,0.88,True
2023-03-11,northeurope,VM,99,648,363,108.14,0.88,True
2023-03-11,eastus,Container,66,1746,335,108.14,0.88,True
2023-03-11,eastus,Storage,59,1491,419,108.14,0.88,True
2023-03-11,eastus,VM,54,849,207,108.14,0.88,True
2023-03-11,northeurope,Container,81,850,487,108.14,0.88,True
2023-03-12,westus,Storage,81,1745,318,102.27,1.13,True
2023-03-12,westus,VM,98,1387,321,102.27,1.13,True
2023-03-12,southeastasia,Container,71,1161,434,102.27,1.13,True
2023-03-12,southeastasia,Storage,81,702,455,102.27,1.13,True
2023-03-12,southeastasia,VM,56,1162,435,102.27,1.13,True
2023-03-12,westus,Container,88,996,467,102.27,1.13,True
2023-03-12,northeurope,Storage,70,1920,348,102.27,1.13,True
2023-03-12,northeurope,VM,90,1442,217,102.27,1.13,True
2023-03-12,eastus,Container,93,1811,373,102.27,1.13,True
2023-03-12,eastus,Storage,74,1289,412,102.27,1.13,True
2023-03-12,eastus,VM,58,987,323,102.27,1.13,True
2023-03-12,northeurope,Container,57,801,437,102.27,1.13,True
2023-03-13,westus,Container,92,920,388,83.93,1.02,False
2023-03-13,westus,Storage,93,960,477,83.93,1.02,False
2023-03-13,westus,VM,99,1986,287,83.93,1.02,False
2023-03-13,southeastasia,Container,57,628,460,83.93,1.02,False
2023-03-13,southeastasia,Storage,91,1709,343,83.93,1.02,False
2023-03-13,southeastasia,VM,86,1634,335,83.93,1.02,False
2023-03-13,northeurope,Container,88,607,480,83.93,1.02,False
2023-03-13,northeurope,VM,82,1195,202,83.93,1.02,False
2023-03-13,eastus,Container,78,712,482,83.93,1.02,False
2023-03-13,eastus,Storage,62,1989,457,83.93,1.02,False
2023-03-13,eastus,VM,74,1033,484,83.93,1.02,False
2023-03-13,northeurope,Storage,68,522,229,83.93,1.02,False
2023-03-14,southeastasia,Storage,68,1624,385,102.6,1.08,False
2023-03-14,westus,Storage,90,611,212,102.6,1.08,False
2023-03-14,westus,VM,76,1422,265,102.6,1.08,False
2023-03-14,southeastasia,Container,53,1904,331,102.6,1.08,False
2023-03-14,southeastasia,VM,60,1514,269,102.6,1.08,False
2023-03-14,westus,Container,58,999,285,102.6,1.08,False
2023-03-14,northeurope,Storage,61,708,213,102.6,1.08,False
2023-03-14,eastus,VM,52,948,303,102.6,1.08,False
2023-03-14,eastus,Storage,84,1747,209,102.6,1.08,False
2023-03-14,northeurope,Container,83,1960,219,102.6,1.08,False
2023-03-14,northeurope,VM,91,1101,253,102.6,1.08,False
2023-03-14,eastus,Container,70,801,430,102.6,1.08,False
2023-03-15,westus,Storage,56,1015,420,87.63,0.87,False
2023-03-15,westus,VM,94,1543,472,87.63,0.87,False
2023-03-15,southeastasia,Container,80,1367,391,87.63,0.87,False
2023-03-15,southeastasia,Storage,61,1041,316,87.63,0.87,False
2023-03-15,southeastasia,VM,71,1163,308,87.63,0.87,False
2023-03-15,westus,Container,63,835,385,87.63,0.87,False
2023-03-15,northeurope,Storage,83,1093,358,87.63,0.87,False
2023-03-15,northeurope,VM,53,1265,223,87.63,0.87,False
