date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,cpu_utilization,storage_efficiency,month,day_of_week,is_weekend,quarter,cpu_lag_1,cpu_lag_7,cpu_rolling_7,cpu_rolling_30
2023-01-15,North Europe,Storage,84,1622,235,93.99,0.97,1,0.8484848484848485,0.8130325814536341,1,6,1,1,73.0,81.0,79.85714285714286,77.33333333333333
2023-01-15,North Europe,VM,85,1917,391,93.99,0.97,1,0.8585858585858586,0.9609022556390977,1,6,1,1,84.0,80.0,80.57142857142857,77.1
2023-01-15,West US,Storage,94,1598,416,93.99,0.97,1,0.9494949494949495,0.8010025062656642,1,6,1,1,85.0,76.0,83.14285714285714,77.6
2023-01-15,West US,VM,56,1719,313,93.99,0.97,1,0.5656565656565656,0.8616541353383459,1,6,1,1,94.0,67.0,81.57142857142857,76.63333333333334
2023-01-15,East US,Container,83,614,304,93.99,0.97,1,0.8383838383838383,0.30776942355889725,1,6,1,1,56.0,98.0,79.42857142857143,77.23333333333333
2023-01-15,East US,Storage,78,1469,289,93.99,0.97,1,0.7878787878787878,0.7363408521303259,1,6,1,1,83.0,81.0,79.0,76.66666666666667
2023-01-15,East US,VM,66,589,463,93.99,0.97,1,0.6666666666666666,0.29523809523809524,1,6,1,1,78.0,73.0,78.0,75.66666666666667
2023-01-15,West US,Container,70,1520,448,93.99,0.97,1,0.7070707070707071,0.7619047619047619,1,6,1,1,66.0,84.0,76.0,76.03333333333333
2023-01-16,Southeast Asia,Container,91,1709,422,93.98,1.19,0,0.9191919191919192,0.8566416040100251,1,0,0,1,70.0,85.0,76.85714285714286,76.9
2023-01-16,Southeast Asia,Storage,88,608,380,93.98,1.19,0,0.8888888888888888,0.3047619047619048,1,0,0,1,91.0,94.0,76.0,78.1
2023-01-16,North Europe,Container,54,1622,224,93.98,1.19,0,0.5454545454545454,0.8130325814536341,1,0,0,1,88.0,56.0,75.71428571428571,77.53333333333333
2023-01-16,North Europe,Storage,68,1890,343,93.98,1.19,0,0.6868686868686869,0.9473684210526315,1,0,0,1,54.0,83.0,73.57142857142857,76.86666666666666
2023-01-16,North Europe,VM,56,1217,422,93.98,1.19,0,0.5656565656565656,0.6100250626566416,1,0,0,1,68.0,78.0,70.42857142857143,77.06666666666666
2023-01-16,Southeast Asia,VM,70,1674,343,93.98,1.19,0,0.7070707070707071,0.8390977443609022,1,0,0,1,56.0,66.0,71.0,76.8
2023-01-16,West US,Storage,61,944,432,93.98,1.19,0,0.6161616161616161,0.4731829573934837,1,0,0,1,70.0,70.0,69.71428571428571,75.53333333333333
2023-01-16,West US,VM,68,676,299,93.98,1.19,0,0.6868686868686869,0.33884711779448623,1,0,0,1,61.0,91.0,66.42857142857143,75.13333333333334
2023-01-16,East US,Container,97,1228,386,93.98,1.19,0,0.9797979797979798,0.6155388471177945,1,0,0,1,68.0,88.0,67.71428571428571,75.26666666666667
2023-01-16,East US,Storage,66,561,283,93.98,1.19,0,0.6666666666666666,0.281203007518797,1,0,0,1,97.0,54.0,69.42857142857143,74.73333333333333
2023-01-16,East US,VM,84,1372,485,93.98,1.19,0,0.8484848484848485,0.6877192982456141,1,0,0,1,66.0,68.0,71.71428571428571,74.46666666666667
2023-01-16,West US,Container,68,575,464,93.98,1.19,0,0.6868686868686869,0.2882205513784461,1,0,0,1,84.0,56.0,73.42857142857143,74.0
2023-01-17,Southeast Asia,Container,80,944,381,99.87,0.89,0,0.8080808080808081,0.4731829573934837,1,1,0,1,68.0,70.0,74.85714285714286,74.63333333333334
2023-01-17,Southeast Asia,Storage,85,1593,451,99.87,0.89,0,0.8585858585858586,0.7984962406015037,1,1,0,1,80.0,61.0,78.28571428571429,75.76666666666667
2023-01-17,Southeast Asia,VM,56,716,331,99.87,0.89,0,0.5656565656565656,0.35889724310776944,1,1,0,1,85.0,68.0,76.57142857142857,75.46666666666667
2023-01-17,North Europe,Container,97,1888,344,99.87,0.89,0,0.9797979797979798,0.9463659147869674,1,1,0,1,56.0,97.0,76.57142857142857,76.0
2023-01-17,North Europe,Storage,87,838,335,99.87,0.89,0,0.8787878787878788,0.42005012531328323,1,1,0,1,97.0,66.0,79.57142857142857,76.23333333333333
2023-01-17,North Europe,VM,51,528,364,99.87,0.89,0,0.5151515151515151,0.2646616541353383,1,1,0,1,87.0,84.0,74.85714285714286,75.4
2023-01-17,West US,VM,59,1453,452,99.87,0.89,0,0.5959595959595959,0.7283208020050125,1,1,0,1,51.0,68.0,73.57142857142857,75.13333333333334
2023-01-17,West US,Storage,87,1697,340,99.87,0.89,0,0.8787878787878788,0.8506265664160401,1,1,0,1,59.0,80.0,74.57142857142857,74.76666666666667
2023-01-17,East US,Container,96,1087,208,99.87,0.89,0,0.9696969696969697,0.5448621553884712,1,1,0,1,87.0,85.0,76.14285714285714,75.26666666666667
2023-01-17,East US,Storage,78,734,345,99.87,0.89,0,0.7878787878787878,0.36791979949874687,1,1,0,1,96.0,56.0,79.28571428571429,75.43333333333334
2023-01-17,East US,VM,54,1686,414,99.87,0.89,0,0.5454545454545454,0.8451127819548873,1,1,0,1,78.0,97.0,73.14285714285714,74.43333333333334
2023-01-17,West US,Container,89,669,482,99.87,0.89,0,0.898989898989899,0.33533834586466166,1,1,0,1,54.0,87.0,73.42857142857143,74.56666666666666
2023-01-18,North Europe,Container,94,1171,372,108.23,0.88,0,0.9494949494949495,0.5869674185463659,1,2,0,1,89.0,51.0,79.57142857142857,74.56666666666666
2023-01-18,Southeast Asia,VM,96,1672,279,108.23,0.88,0,0.9696969696969697,0.8380952380952381,1,2,0,1,94.0,59.0,84.85714285714286,75.9
2023-01-18,North Europe,Storage,55,557,243,108.23,0.88,0,0.5555555555555556,0.27919799498746867,1,2,0,1,96.0,87.0,80.28571428571429,74.96666666666667
2023-01-18,Southeast Asia,Container,86,1750,346,108.23,0.88,0,0.8686868686868687,0.8771929824561403,1,2,0,1,55.0,96.0,78.85714285714286,75.23333333333333
2023-01-18,Southeast Asia,Storage,70,702,451,108.23,0.88,0,0.7070707070707071,0.3518796992481203,1,2,0,1,86.0,78.0,77.71428571428571,75.36666666666666
2023-01-18,North Europe,VM,98,1932,316,108.23,0.88,0,0.98989898989899,0.968421052631579,1,2,0,1,70.0,54.0,84.0,76.3
2023-01-18,East US,VM,88,590,401,108.23,0.88,0,0.8888888888888888,0.2957393483709273,1,2,0,1,98.0,89.0,83.85714285714286,76.2
2023-01-18,West US,Storage,69,975,200,108.23,0.88,0,0.696969696969697,0.48872180451127817,1,2,0,1,88.0,94.0,80.28571428571429,75.56666666666666
2023-01-18,West US,VM,99,1743,325,108.23,0.88,0,1.0,0.8736842105263158,1,2,0,1,69.0,96.0,80.71428571428571,77.06666666666666
2023-01-18,East US,Container,52,672,340,108.23,0.88,0,0.5252525252525253,0.3368421052631579,1,2,0,1,99.0,55.0,80.28571428571429,76.53333333333333
2023-01-18,East US,Storage,75,538,325,108.23,0.88,0,0.7575757575757576,0.2696741854636591,1,2,0,1,52.0,86.0,78.71428571428571,77.16666666666667
2023-01-18,West US,Container,52,847,389,108.23,0.88,0,0.5252525252525253,0.4245614035087719,1,2,0,1,75.0,70.0,76.14285714285714,76.56666666666666
2023-01-19,Southeast Asia,Container,62,1231,439,102.09,0.8,0,0.6262626262626263,0.6170426065162907,1,3,0,1,52.0,98.0,71.0,76.6
2023-01-19,Southeast Asia,Storage,58,1428,411,102.09,0.8,0,0.5858585858585859,0.7157894736842105,1,3,0,1,62.0,88.0,66.71428571428571,76.26666666666667
2023-01-19,Southeast Asia,VM,85,1001,344,102.09,0.8,0,0.8585858585858586,0.5017543859649123,1,3,0,1,58.0,69.0,69.0,75.86666666666666
2023-01-19,North Europe,Container,77,1231,240,102.09,0.8,0,0.7777777777777778,0.6170426065162907,1,3,0,1,85.0,99.0,65.85714285714286,76.23333333333333
2023-01-19,North Europe,Storage,75,1197,377,102.09,0.8,0,0.7575757575757576,0.6,1,3,0,1,77.0,52.0,69.14285714285714,75.93333333333334
2023-01-19,North Europe,VM,57,1645,363,102.09,0.8,0,0.5757575757575758,0.8245614035087719,1,3,0,1,75.0,75.0,66.57142857142857,75.56666666666666
2023-01-19,West US,Storage,59,1235,471,102.09,0.8,0,0.5959595959595959,0.6190476190476191,1,3,0,1,57.0,52.0,67.57142857142857,74.86666666666666
2023-01-19,West US,VM,52,1155,211,102.09,0.8,0,0.5252525252525253,0.5789473684210527,1,3,0,1,59.0,62.0,66.14285714285714,73.76666666666667
2023-01-19,East US,Container,64,1938,200,102.09,0.8,0,0.6464646464646465,0.9714285714285714,1,3,0,1,52.0,58.0,67.0,74.03333333333333
2023-01-19,East US,Storage,90,1828,213,102.09,0.8,0,0.9090909090909091,0.9162907268170426,1,3,0,1,64.0,85.0,67.71428571428571,73.8
2023-01-19,East US,VM,69,1964,246,102.09,0.8,0,0.696969696969697,0.9844611528822055,1,3,0,1,90.0,77.0,66.57142857142857,73.2
2023-01-19,West US,Container,57,857,355,102.09,0.8,0,0.5757575757575758,0.4295739348370927,1,3,0,1,69.0,75.0,64.0,73.4
2023-01-20,North Europe,Storage,98,1352,481,86.72,1.02,0,0.98989898989899,0.6776942355889725,1,4,0,1,57.0,57.0,69.85714285714286,74.7
2023-01-20,Southeast Asia,Container,77,1208,332,86.72,1.02,0,0.7777777777777778,0.6055137844611529,1,4,0,1,98.0,59.0,72.42857142857143,74.36666666666666
2023-01-20,Southeast Asia,Storage,90,1622,205,86.72,1.02,0,0.9090909090909091,0.8130325814536341,1,4,0,1,77.0,52.0,77.85714285714286,74.16666666666667
2023-01-20,Southeast Asia,VM,98,1984,297,86.72,1.02,0,0.98989898989899,0.9944862155388471,1,4,0,1,90.0,64.0,82.71428571428571,74.83333333333333
2023-01-20,North Europe,Container,74,1326,482,86.72,1.02,0,0.7474747474747475,0.6646616541353384,1,4,0,1,98.0,90.0,80.42857142857143,75.5
2023-01-20,North Europe,VM,67,723,438,86.72,1.02,0,0.6767676767676768,0.362406015037594,1,4,0,1,74.0,69.0,80.14285714285714,74.76666666666667
2023-01-20,East US,VM,78,1408,245,86.72,1.02,0,0.7878787878787878,0.7057644110275689,1,4,0,1,67.0,57.0,83.14285714285714,74.23333333333333
2023-01-20,West US,Storage,94,1528,318,86.72,1.02,0,0.9494949494949495,0.7659147869674185,1,4,0,1,78.0,98.0,82.57142857142857,74.16666666666667
2023-01-20,West US,VM,79,1765,450,86.72,1.02,0,0.797979797979798,0.8847117794486216,1,4,0,1,94.0,77.0,82.85714285714286,74.96666666666667
2023-01-20,East US,Container,54,949,209,86.72,1.02,0,0.5454545454545454,0.4756892230576441,1,4,0,1,79.0,90.0,77.71428571428571,73.9
2023-01-20,East US,Storage,84,1776,281,86.72,1.02,0,0.8484848484848485,0.8902255639097745,1,4,0,1,54.0,98.0,75.71428571428571,74.36666666666666
2023-01-20,West US,Container,82,873,264,86.72,1.02,0,0.8282828282828283,0.43759398496240604,1,4,0,1,84.0,74.0,76.85714285714286,73.83333333333333
2023-01-21,North Europe,Storage,57,653,449,107.38,1.02,1,0.5757575757575758,0.3273182957393484,1,5,1,1,82.0,67.0,75.42857142857143,72.8
2023-01-21,Southeast Asia,Container,54,1489,421,107.38,1.02,1,0.5454545454545454,0.7463659147869675,1,5,1,1,57.0,78.0,72.0,72.3
2023-01-21,Southeast Asia,Storage,50,1577,435,107.38,1.02,1,0.5050505050505051,0.7904761904761904,1,5,1,1,54.0,94.0,65.71428571428571,70.66666666666667
2023-01-21,Southeast Asia,VM,52,1829,467,107.38,1.02,1,0.5252525252525253,0.9167919799498747,1,5,1,1,50.0,79.0,61.857142857142854,70.66666666666667
2023-01-21,North Europe,Container,83,937,317,107.38,1.02,1,0.8383838383838383,0.46967418546365913,1,5,1,1,52.0,54.0,66.0,70.93333333333334
2023-01-21,North Europe,VM,83,1871,294,107.38,1.02,1,0.8383838383838383,0.937844611528822,1,5,1,1,83.0,84.0,65.85714285714286,71.96666666666667
2023-01-21,East US,VM,87,1270,222,107.38,1.02,1,0.8787878787878788,0.6365914786967418,1,5,1,1,83.0,82.0,66.57142857142857,72.8
2023-01-21,West US,Storage,94,1216,459,107.38,1.02,1,0.9494949494949495,0.6095238095238096,1,5,1,1,87.0,57.0,71.85714285714286,74.0
2023-01-21,West US,VM,70,1601,200,107.38,1.02,1,0.7070707070707071,0.8025062656641604,1,5,1,1,94.0,54.0,74.14285714285714,73.5
2023-01-21,East US,Container,59,582,344,107.38,1.02,1,0.5959595959595959,0.29172932330827067,1,5,1,1,70.0,50.0,75.42857142857143,72.9
2023-01-21,East US,Storage,86,1176,401,107.38,1.02,1,0.8686868686868687,0.5894736842105263,1,5,1,1,59.0,52.0,80.28571428571429,73.26666666666667
2023-01-21,West US,Container,50,1380,487,107.38,1.02,1,0.5050505050505051,0.6917293233082706,1,5,1,1,86.0,83.0,75.57142857142857,73.03333333333333
2023-01-22,Southeast Asia,Container,69,1483,268,98.84,0.97,1,0.696969696969697,0.7433583959899749,1,6,1,1,50.0,83.0,73.57142857142857,73.36666666666666
2023-01-22,Southeast Asia,Storage,66,1853,472,98.84,0.97,1,0.6666666666666666,0.9288220551378447,1,6,1,1,69.0,87.0,70.57142857142857,73.83333333333333
2023-01-22,Southeast Asia,VM,78,1399,337,98.84,0.97,1,0.7878787878787878,0.7012531328320802,1,6,1,1,66.0,94.0,68.28571428571429,74.3
2023-01-22,North Europe,Container,91,580,332,98.84,0.97,1,0.9191919191919192,0.2907268170426065,1,6,1,1,78.0,70.0,71.28571428571429,74.33333333333333
2023-01-22,North Europe,Storage,87,1483,229,98.84,0.97,1,0.8787878787878788,0.7433583959899749,1,6,1,1,91.0,59.0,75.28571428571429,74.93333333333334
2023-01-22,North Europe,VM,67,1297,448,98.84,0.97,1,0.6767676767676768,0.650125313283208,1,6,1,1,87.0,86.0,72.57142857142857,75.26666666666667
2023-01-22,West US,Storage,87,1263,425,98.84,0.97,1,0.8787878787878788,0.6330827067669172,1,6,1,1,67.0,50.0,77.85714285714286,74.9
2023-01-22,West US,VM,60,934,302,98.84,0.97,1,0.6060606060606061,0.4681704260651629,1,6,1,1,87.0,69.0,76.57142857142857,74.33333333333333
2023-01-22,East US,Container,86,1352,265,98.84,0.97,1,0.8686868686868687,0.6776942355889725,1,6,1,1,60.0,66.0,79.42857142857143,74.2
2023-01-22,East US,Storage,96,1418,406,98.84,0.97,1,0.9696969696969697,0.7107769423558897,1,6,1,1,86.0,78.0,82.0,74.13333333333334
2023-01-22,East US,VM,66,1123,454,98.84,0.97,1,0.6666666666666666,0.562907268170426,1,6,1,1,96.0,91.0,78.42857142857143,73.86666666666666
2023-01-22,West US,Container,87,1829,297,98.84,0.97,1,0.8787878787878788,0.9167919799498747,1,6,1,1,66.0,87.0,78.42857142857143,74.53333333333333
2023-01-23,North Europe,Storage,76,592,359,85.21,0.93,0,0.7676767676767676,0.2967418546365915,1,0,0,1,87.0,67.0,79.71428571428571,74.46666666666667
2023-01-23,Southeast Asia,Container,54,732,211,85.21,0.93,0,0.5454545454545454,0.3669172932330827,1,0,0,1,76.0,87.0,75.0,73.13333333333334
2023-01-23,Southeast Asia,Storage,91,1033,200,85.21,0.93,0,0.9191919191919192,0.5177944862155388,1,0,0,1,54.0,60.0,79.42857142857143,73.53333333333333
2023-01-23,Southeast Asia,VM,68,1528,291,85.21,0.93,0,0.6868686868686869,0.7659147869674185,1,0,0,1,91.0,86.0,76.85714285714286,74.0
2023-01-23,North Europe,Container,99,560,321,85.21,0.93,0,1.0,0.2807017543859649,1,0,0,1,68.0,96.0,77.28571428571429,74.5
2023-01-23,North Europe,VM,74,1718,394,85.21,0.93,0,0.7474747474747475,0.8611528822055138,1,0,0,1,99.0,66.0,78.42857142857143,74.23333333333333
2023-01-23,East US,Container,60,610,448,85.21,0.93,0,0.6060606060606061,0.3057644110275689,1,0,0,1,74.0,87.0,74.57142857142857,74.33333333333333
2023-01-23,West US,Storage,60,1897,207,85.21,0.93,0,0.6060606060606061,0.9508771929824561,1,0,0,1,60.0,76.0,72.28571428571429,74.53333333333333
2023-01-23,East US,VM,83,552,404,85.21,0.93,0,0.8383838383838383,0.27669172932330827,1,0,0,1,60.0,54.0,76.42857142857143,75.63333333333334
2023-01-23,East US,Storage,92,542,439,85.21,0.93,0,0.9292929292929293,0.27167919799498746,1,0,0,1,83.0,91.0,76.57142857142857,76.96666666666667
2023-01-23,West US,Container,53,859,383,85.21,0.93,0,0.5353535353535354,0.4305764411027569,1,0,0,1,92.0,68.0,74.42857142857143,75.96666666666667
2023-01-23,West US,VM,72,1706,294,85.21,0.93,0,0.7272727272727273,0.8551378446115289,1,0,0,1,53.0,99.0,70.57142857142857,75.6
2023-01-24,Southeast Asia,Container,51,864,353,95.39,1.11,0,0.5151515151515151,0.4330827067669173,1,1,0,1,72.0,74.0,67.28571428571429,74.4
2023-01-24,Southeast Asia,Storage,72,577,415,95.39,1.11,0,0.7272727272727273,0.28922305764411027,1,1,0,1,51.0,60.0,69.0,73.66666666666667
2023-01-24,Southeast Asia,VM,71,1025,227,95.39,1.11,0,0.7171717171717171,0.5137844611528822,1,1,0,1,72.0,60.0,70.57142857142857,73.7
2023-01-24,North Europe,Storage,98,1776,379,95.39,1.11,0,0.98989898989899,0.8902255639097745,1,1,0,1,71.0,83.0,72.71428571428571,75.0
2023-01-24,North Europe,VM,85,1780,207,95.39,1.11,0,0.8585858585858586,0.8922305764411027,1,1,0,1,98.0,92.0,71.71428571428571,74.96666666666667
2023-01-24,North Europe,Container,64,802,326,95.39,1.11,0,0.6464646464646465,0.4020050125313283,1,1,0,1,85.0,53.0,73.28571428571429,75.43333333333334
2023-01-24,West US,Storage,96,1579,306,95.39,1.11,0,0.9696969696969697,0.7914786967418547,1,1,0,1,64.0,72.0,76.71428571428571,76.33333333333333
2023-01-24,West US,VM,96,1644,413,95.39,1.11,0,0.9696969696969697,0.8240601503759398,1,1,0,1,96.0,51.0,83.14285714285714,77.33333333333333
2023-01-24,East US,Container,94,1596,481,95.39,1.11,0,0.9494949494949495,0.8,1,1,0,1,96.0,72.0,86.28571428571429,77.86666666666666
2023-01-24,East US,Storage,98,1601,417,95.39,1.11,0,0.98989898989899,0.8025062656641604,1,1,0,1,94.0,71.0,90.14285714285714,78.1
2023-01-24,East US,VM,75,1569,233,95.39,1.11,0,0.7575757575757576,0.7864661654135339,1,1,0,1,98.0,98.0,86.85714285714286,77.7
2023-01-24,West US,Container,97,836,225,95.39,1.11,0,0.9797979797979798,0.41904761904761906,1,1,0,1,75.0,85.0,88.57142857142857,78.7
2023-01-25,North Europe,Storage,93,1036,344,103.44,0.82,0,0.9393939393939394,0.519298245614035,1,2,0,1,97.0,64.0,92.71428571428571,78.9
2023-01-25,Southeast Asia,Container,96,727,310,103.44,0.82,0,0.9696969696969697,0.3644110275689223,1,2,0,1,93.0,96.0,92.71428571428571,80.1
2023-01-25,Southeast Asia,Storage,90,608,345,103.44,0.82,0,0.9090909090909091,0.3047619047619048,1,2,0,1,96.0,96.0,91.85714285714286,80.23333333333333
2023-01-25,Southeast Asia,VM,53,1917,266,103.44,0.82,0,0.5353535353535354,0.9609022556390977,1,2,0,1,90.0,94.0,86.0,78.8
2023-01-25,North Europe,Container,62,1735,224,103.44,0.82,0,0.6262626262626263,0.8696741854636592,1,2,0,1,53.0,98.0,80.85714285714286,78.66666666666667
2023-01-25,North Europe,VM,88,585,325,103.44,0.82,0,0.8888888888888888,0.2932330827067669,1,2,0,1,62.0,75.0,82.71428571428571,78.7
2023-01-25,East US,Storage,52,1418,437,103.44,0.82,0,0.5252525252525253,0.7107769423558897,1,2,0,1,88.0,97.0,76.28571428571429,77.9
2023-01-25,West US,Storage,74,984,227,103.44,0.82,0,0.7474747474747475,0.4932330827067669,1,2,0,1,52.0,93.0,73.57142857142857,78.56666666666666
2023-01-25,West US,VM,84,1538,391,103.44,0.82,0,0.8484848484848485,0.7709273182957393,1,2,0,1,74.0,96.0,71.85714285714286,78.33333333333333
2023-01-25,East US,Container,92,1797,493,103.44,0.82,0,0.9292929292929293,0.9007518796992481,1,2,0,1,84.0,90.0,72.14285714285714,79.13333333333334
2023-01-25,East US,VM,63,1198,206,103.44,0.82,0,0.6363636363636364,0.6005012531328321,1,2,0,1,92.0,53.0,73.57142857142857,77.93333333333334
2023-01-25,West US,Container,59,1562,472,103.44,0.82,0,0.5959595959595959,0.7829573934837093,1,2,0,1,63.0,62.0,73.14285714285714,77.43333333333334
2023-01-26,North Europe,Storage,79,1342,294,103.24,0.96,0,0.797979797979798,0.6726817042606517,1,3,0,1,59.0,88.0,71.85714285714286,78.06666666666666
2023-01-26,Southeast Asia,Container,73,1746,205,103.24,0.96,0,0.7373737373737373,0.8751879699248121,1,3,0,1,79.0,52.0,74.85714285714286,78.5
2023-01-26,Southeast Asia,Storage,89,728,235,103.24,0.96,0,0.898989898989899,0.3649122807017544,1,3,0,1,73.0,74.0,77.0,78.7
2023-01-26,Southeast Asia,VM,52,742,230,103.24,0.96,0,0.5252525252525253,0.3719298245614035,1,3,0,1,89.0,84.0,72.42857142857143,77.36666666666666
2023-01-26,North Europe,VM,70,1123,203,103.24,0.96,0,0.7070707070707071,0.562907268170426,1,3,0,1,52.0,92.0,69.28571428571429,77.93333333333334
2023-01-26,North Europe,Container,73,1322,336,103.24,0.96,0,0.7373737373737373,0.66265664160401,1,3,0,1,70.0,63.0,70.71428571428571,77.96666666666667
2023-01-26,West US,Storage,83,1966,428,103.24,0.96,0,0.8383838383838383,0.9854636591478697,1,3,0,1,73.0,59.0,74.14285714285714,79.03333333333333
2023-01-26,West US,VM,55,1191,481,103.24,0.96,0,0.5555555555555556,0.5969924812030075,1,3,0,1,83.0,79.0,70.71428571428571,78.46666666666667
2023-01-26,West US,Container,82,1960,349,103.24,0.96,0,0.8282828282828283,0.9824561403508771,1,3,0,1,55.0,73.0,72.0,78.83333333333333
2023-01-26,East US,Container,68,924,300,103.24,0.96,0,0.6868686868686869,0.4631578947368421,1,3,0,1,82.0,89.0,69.0,77.83333333333333
2023-01-26,East US,Storage,57,1892,435,103.24,0.96,0,0.5757575757575758,0.9483709273182958,1,3,0,1,68.0,52.0,69.71428571428571,76.9
2023-01-26,East US,VM,71,533,310,103.24,0.96,0,0.7171717171717171,0.2671679197994987,1,3,0,1,57.0,70.0,69.85714285714286,77.13333333333334
2023-01-27,Southeast Asia,Storage,86,638,458,93.23,1.06,0,0.8686868686868687,0.3197994987468672,1,4,0,1,71.0,73.0,71.71428571428571,76.8
2023-01-27,Southeast Asia,VM,63,819,237,93.23,1.06,0,0.6363636363636364,0.4105263157894737,1,4,0,1,86.0,83.0,68.85714285714286,75.7
2023-01-27,North Europe,Container,96,500,289,93.23,1.06,0,0.9696969696969697,0.2506265664160401,1,4,0,1,63.0,55.0,74.71428571428571,75.76666666666667
2023-01-27,North Europe,Storage,69,612,339,93.23,1.06,0,0.696969696969697,0.3067669172932331,1,4,0,1,96.0,82.0,72.85714285714286,74.8
2023-01-27,North Europe,VM,53,1223,424,93.23,1.06,0,0.5353535353535354,0.613032581453634,1,4,0,1,69.0,68.0,70.71428571428571,74.06666666666666
2023-01-27,Southeast Asia,Container,82,1401,377,93.23,1.06,0,0.8282828282828283,0.7022556390977444,1,4,0,1,53.0,57.0,74.28571428571429,73.56666666666666
2023-01-27,West US,Storage,57,1549,372,93.23,1.06,0,0.5757575757575758,0.7764411027568923,1,4,0,1,82.0,71.0,72.28571428571429,72.36666666666666
2023-01-27,West US,VM,51,1346,402,93.23,1.06,0,0.5151515151515151,0.67468671679198,1,4,0,1,57.0,86.0,67.28571428571429,70.86666666666666
2023-01-27,East US,Container,98,1003,261,93.23,1.06,0,0.98989898989899,0.5027568922305764,1,4,0,1,51.0,63.0,72.28571428571429,71.13333333333334
2023-01-27,East US,Storage,60,503,333,93.23,1.06,0,0.6060606060606061,0.2521303258145363,1,4,0,1,98.0,96.0,67.14285714285714,71.36666666666666
2023-01-27,East US,VM,51,967,419,93.23,1.06,0,0.5151515151515151,0.48471177944862154,1,4,0,1,60.0,69.0,64.57142857142857,71.0
2023-01-27,West US,Container,93,825,317,93.23,1.06,0,0.9393939393939394,0.41353383458646614,1,4,0,1,51.0,53.0,70.28571428571429,71.16666666666667
2023-01-28,Southeast Asia,Container,70,1688,204,110.31,1.09,1,0.7070707070707071,0.8461152882205514,1,5,1,1,93.0,82.0,68.57142857142857,71.76666666666667
2023-01-28,Southeast Asia,Storage,63,1297,490,110.31,1.09,1,0.6363636363636364,0.650125313283208,1,5,1,1,70.0,57.0,69.42857142857143,71.4
2023-01-28,Southeast Asia,VM,78,1372,428,110.31,1.09,1,0.7878787878787878,0.6877192982456141,1,5,1,1,63.0,51.0,73.28571428571429,71.2
2023-01-28,North Europe,Container,50,1819,259,110.31,1.09,1,0.5050505050505051,0.9117794486215539,1,5,1,1,78.0,98.0,66.42857142857143,69.8
2023-01-28,North Europe,Storage,83,1087,234,110.31,1.09,1,0.8383838383838383,0.5448621553884712,1,5,1,1,50.0,60.0,69.71428571428571,70.46666666666667
2023-01-28,North Europe,VM,93,833,336,110.31,1.09,1,0.9393939393939394,0.41754385964912283,1,5,1,1,83.0,51.0,75.71428571428571,71.6
2023-01-28,West US,Container,84,1618,268,110.31,1.09,1,0.8484848484848485,0.8110275689223058,1,5,1,1,93.0,93.0,74.42857142857143,71.76666666666667
2023-01-28,West US,VM,58,1284,464,110.31,1.09,1,0.5858585858585859,0.643609022556391,1,5,1,1,84.0,70.0,72.71428571428571,71.26666666666667
2023-01-28,East US,Container,89,820,300,110.31,1.09,1,0.898989898989899,0.41102756892230574,1,5,1,1,58.0,63.0,76.42857142857143,71.26666666666667
2023-01-28,East US,Storage,93,1397,212,110.31,1.09,1,0.9393939393939394,0.700250626566416,1,5,1,1,89.0,78.0,78.57142857142857,72.63333333333334
2023-01-28,East US,VM,59,760,337,110.31,1.09,1,0.5959595959595959,0.38095238095238093,1,5,1,1,93.0,50.0,79.85714285714286,72.26666666666667
2023-01-28,West US,Storage,60,1410,237,110.31,1.09,1,0.6060606060606061,0.706766917293233,1,5,1,1,59.0,83.0,76.57142857142857,71.83333333333333
2023-01-29,North Europe,Storage,66,1748,303,91.61,0.97,1,0.6666666666666666,0.8761904761904762,1,6,1,1,60.0,93.0,72.71428571428571,71.26666666666667
2023-01-29,Southeast Asia,Container,96,1812,430,91.61,0.97,1,0.9696969696969697,0.9082706766917293,1,6,1,1,66.0,84.0,74.42857142857143,72.63333333333334
2023-01-29,Southeast Asia,Storage,57,1053,214,91.61,0.97,1,0.5757575757575758,0.5278195488721804,1,6,1,1,96.0,58.0,74.28571428571429,71.8
2023-01-29,Southeast Asia,VM,55,1078,378,91.61,0.97,1,0.5555555555555556,0.5403508771929825,1,6,1,1,57.0,89.0,69.42857142857143,71.36666666666666
2023-01-29,North Europe,Container,89,1562,397,91.61,0.97,1,0.898989898989899,0.7829573934837093,1,6,1,1,55.0,93.0,68.85714285714286,72.43333333333334
2023-01-29,North Europe,VM,64,1492,352,91.61,0.97,1,0.6464646464646465,0.7478696741854637,1,6,1,1,89.0,59.0,69.57142857142857,72.2
2023-01-29,East US,Container,74,1565,288,91.61,0.97,1,0.7474747474747475,0.7844611528822055,1,6,1,1,64.0,60.0,71.57142857142857,71.8
2023-01-29,West US,Storage,89,1299,378,91.61,0.97,1,0.898989898989899,0.6511278195488722,1,6,1,1,74.0,66.0,74.85714285714286,72.66666666666667
2023-01-29,West US,Container,87,1546,262,91.61,0.97,1,0.8787878787878788,0.774937343358396,1,6,1,1,89.0,96.0,73.57142857142857,72.36666666666666
2023-01-29,East US,Storage,75,1073,331,91.61,0.97,1,0.7575757575757576,0.537844611528822,1,6,1,1,87.0,57.0,76.14285714285714,72.56666666666666
